id,name,group,group_en,category,category_en,recommendation,recommendation_en,description,description_en
pgx_antiinflamatory_and_antirheumatic_tenoxicam,tenoxicam,Thuốc chống viêm và giảm đau,antiinflamatory and antirheumatic,SỬ DỤNG BÌNH THƯỜNG,Normal,"CPIC:
Bắt đầu trị liệu với liều khởi đầu được khuyến cáo. Theo thông tin kê đơn, sử dụng liều thấp nhất mà đạt được hiệu quả trong thời gian ngắn nhất phù hợp với mục tiêu chữa trị của từng bệnh nhân.","CPIC:
Initiate therapy with recommended starting dose. In accordance with the prescribing information, use the lowest effective dosage for shortest duration consistent with individual patient treatment goals.","Enzyme CYP2C9 ở gan góp phần vào quá trình chuyển hóa của nhiều loại thuốc, bao gồm một số NSAID (celecoxib, diclofenac, flurbiprofen, indomethacin, ibuprofen, lornoxicam, meloxicam, nabumetone, naproxen, piroxicam và tenoxicam). Gen CYP2C9 có tính đa hình cao, với ít nhất 61 alen biến thể và nhiều alen phụ. Các alen được báo cáo phổ biến nhất được phân loại thành các nhóm chức năng như sau: Chức năng bình thường (ví dụ: CYP2C9 * 1), chức năng giảm (ví dụ: CYP2C9 * 2, * 5, * 8 và * 11) và không có chức năng (ví dụ: CYP2C9 * 3, * 6 và * 13). Hai biến thể được nghiên cứu rộng rãi nhất là CYP2C9 * 2 (p.R144C; rs1799853) và CYP2C9 * 3 (p.I359L; rs1057910; rs1057910) ). Tenoxicam có thời gian bán hủy cực kỳ dài (60 giờ), do đó làm tăng nguy cơ tiềm ẩn ở những người bị giảm chuyển hóa CYP2C9.Hướng dẫn Liều lượng CPIC cho Tenoxicam khuyến cáo rằng kiểu hình chuyển hóa kém CYP2C9 và kiểu hình chuyển hóa trung bình nên chọn một liệu pháp thay thế không chuyển hóa bởi CYP2C9 hoặc không bị ảnh hưởng đáng kể bởi các biến thể di truyền CYP2C9 in vivo hoặc chọn một NSAID được chuyển hóa bởi CYP2C9 nhưng có thời gian bán thải ngắn hơn.","Hepatic CYP2C9 enzyme contributes to the metabolism of many drugs, including several NSAIDs (celecoxib, diclofenac, flurbiprofen, indomethacin, ibuprofen, lornoxicam, meloxicam, nabumetone, naproxen, piroxicam, and tenoxicam). The CYP2C9 gene is highly polymorphic, with at least 61 variant alleles and multiple sub-alleles. The most commonly reported alleles are categorized into functional groups as follows: Normal function (e.g., CYP2C9*1), decreased function (e.g., CYP2C9*2, *5, *8, and *11), and no function (e.g., CYP2C9*3, *6, and *13).The two most extensively studied variants are CYP2C9*2 (p.R144C; rs1799853) and CYP2C9*3 (p.I359L; rs1057910). Tenoxicam has extremely long half-lives (60 hours), thus amplifying the potential risks in individuals with reduced CYP2C9 metabolism. The CPIC Dosing Guideline for piroxicam recommends that CYP2C9 poor metabolizers and intermediate metabolizers should choose an alternative therapy not metabolized by CYP2C9 or not significantly impacted by CYP2C9 genetic variants in vivo or choose an NSAID metabolized by CYP2C9 but with a shorter half-life."
pgx_antiinflamatory_and_antirheumatic_eletriptan,eletriptan,Thuốc chống viêm và giảm đau,antiinflamatory and antirheumatic,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_antiinflamatory_and_antirheumatic_oliceridine,oliceridine,Thuốc chống viêm và giảm đau,antiinflamatory and antirheumatic,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_antiinflamatory_and_antirheumatic_oxycodone,oxycodone,Thuốc chống viêm và giảm đau,antiinflamatory and antirheumatic,SỬ DỤNG BÌNH THƯỜNG,Normal,"CPIC:
Không có sự khác biệt trong quá trình chuyển hóa oxycodone thành oxymorphone giữa kiểu hình này và những người mang kiểu hình chuyển hóa bình thường.
Sử dụng liều theo tuổi và cân nặng như được khuyến cáo trên nhãn thuốc.","CPIC:
There is no difference in the conversion of oxycodone to oxymorphone between this phenotype and normal metabolizers.
Use label recommended age- or weight-specific dosing.",Thông tin này đang được cập nhật.,This information is being updated.
pgx_antiinflamatory_and_antirheumatic_tramadol,tramadol,Thuốc chống viêm và giảm đau,antiinflamatory and antirheumatic,SỬ DỤNG BÌNH THƯỜNG,Normal,"CPIC:
Đối với người mang kiểu hình này, hiệu suất tramadol chuyển đổi thành chất chuyển hoá có hoạt tính O-desmethyltramadol ở mức bình thường.
Sử dụng liều theo tuổi và cân nặng như được khuyến cáo trên nhãn thuốc.","CPIC:
This phenotype is associated with a normal conversion rate of tramadol to the active metabolite O-desmethyltramadol.
Use label recommended age- or weight-specific dosing.","Tramadol được chuyển hoá chủ yếu ở gan bằng phản ứng O- và N- demethyl hoá. Phản ứng O- demethyl hoá tramadol tạo thành chất chuyển hoá có hoạt tính chính O-demethyltramadol (M1) được thực hiện bởi CYP2D6. Có bằng chứng xác thực về mối liên quan giữa kiểu gen CYP2D6 với sự thay đổi trong đáp ứng lâm sàng và độc tính của tramadol. Kiểu hình CYP2D6 chuyển hoá kém (PMs) có nồng độ chất chuyển hoá có hoạt tính của tramadol ((+)-O-desmethyltramadol) thấp hơn nhiều so với kiểu hình chuyển hoá bình thường (NMs). Dựa vào bằng chứng này, tramadol được chứng minh bị giảm tác dụng opioid ở kiểu hình CYP2D6 PMs. Các nghiên cứu dược động học trên kiểu hình CYP2D6 chuyển hoá siêu nhanh (UMs) cho thấy nồng độ đỉnh (Cmax) của (+)-O-desmethyltramadol sau khi dùng tramadol. Ngoài ra, nhiều trường hợp đã được báo cáo gặp các tác dụng phụ nghiêm trọng, thậm chí đe doạ tính mạng khi dùng liều chuẩn tramadol trên người mang kiểu hình CYP2D6 UMs.","Tramadol is extensively metabolized in the liver by O - and N-demethylation. The O-demethylation of tramadol to its main analgesic effective metabolite, O-desmethyltramadol (M1), is catalyzed by CYP2D6. There is substantial evidence linking CYP2D6 genotype to variability tramadol clinical effect and toxicity. CYP2D6 poor metabolizers (PMs) have much lower plasma concentrations of the tramadol active metabolite, (+)-O-desmethyltramadol, vs. normal metabolizers (NMs). Based on this evidence, tramadol has reduced clinical opioid efficacy in CYP2D6 PMs. Pharmacokinetic studies in ultrarapid metabolizers (UMs) showed higher Cmax of (+)-O-desmethyltramadol after a dose of tramadol. Cases have been reported describing severe or life-threatening side effects following standard doses of tramadol in UMs."
pgx_antiinflamatory_and_antirheumatic_tolperisone,tolperisone,Thuốc chống viêm và giảm đau,antiinflamatory and antirheumatic,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_antiinflamatory_and_antirheumatic_carisoprodol,carisoprodol,Thuốc chống viêm và giảm đau,antiinflamatory and antirheumatic,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_antiinflamatory_and_antirheumatic_succinylcholine,succinylcholine,Thuốc chống viêm và giảm đau,antiinflamatory and antirheumatic,CẢNH GIÁC KHI SỬ DỤNG,Warning,"CPIC:
Người mang kiểu hình nãy vẫn có nguy cơ gặp phải bệnh tăng thân nhiệt ác tính. Chưa có bằng chứng khoa học nào chứng minh được tác động của di truyền lên nửa số ca mắc tăng thân nhiệt ác tính và đã bình phục.
Các kết quả lâm sàng, tiền sử gia đình, các xét nghiệm di truyền chuyên sâu hơn và các dữ liệu cận lâm sàng khác nên được sử dụng trong việc xem xét sử dụng các thuốc gây mê đường hô hấp dẫn chất halogen hay các thuốc giãn cơ khử cực.","CPIC:
This phenotype does not eliminate the chance that this patient is susceptible to malignant hyperthermia (MH). The genetic cause of about half of all MH survivors, with MH susceptibility confirmed by contracture testing, remains unknown.
Clinical findings, family history, further genetic testing and other laboratory data should guide use of halogenated volatile anesthetics or depolarizing muscle relaxants.","Ứng dụng lâm sàng của succinylcholine (SCH) bị ảnh hưởng bởi sự xuất hiện của các phản ứng ngoài ý muốn hiếm gặp nhưng nghiêm trọng. Trong nhiều trường hợp, bệnh nhân có đa hình nucleotide đơn được đặc trưng về mặt chức năng (SNP) trong các gen cụ thể tham gia trong quá trình dược động học hoặc dược lực học của SCH có nguy cơ gặp các phản ứng có hại cao hơn. SCH cũng có thể gây tăng thân nhiệt ác tính (malignant hyperthermia-MH) ở một số bệnh nhân. Các đột biến được báo cáo phổ biến nhất ở các cá thể MH là ở RYR1. Tính đến tháng 10 năm 2013, đã có ít nhất 397 SNP được báo cáo trong RYR1, nhưng chỉ có 33 trường hợp được đặc trưng về mặt chức năng và được chỉ định là ""gây bệnh MH"" bởi European Malignant Hyperthermia Group (EMHG), một hiệp hội nghiên cứu chuyên về Di truyền MH trong bệnh tăng thân nhiệt ác tính. Monnier và cộng sự. đã thực hiện một phân tích mối liên hệ trong một gia đình lớn ở Pháp sau khi chết và nghi ngờ do MH ngay sau khi sử dụng SCH và isoflurane. Mười trong số mười tám thành viên của gia đình anh ấy sau đó được chẩn đoán mắc MH. Sau khi xác định locus tách biệt với MH, các tác giả đã tiến hành phân tích trình tự và phát hiện ra đột biến gây bệnh trong CACNA1S. Đột biến (NP_000060.2: p.Arg1086His; rs1800559 C> T) khiến dư lượng arginine được thay thế bằng histidine ở vị trí 1086. Tính đa hình này cũng được tìm thấy trong một nghiên cứu bệnh chứng lớn ở Bắc Mỹ ở hai bệnh nhân được chẩn đoán mắc MH. SNP thứ hai (NP_000060.2: Arg174Trp c.520 C> T; rs772226819) được phát hiện trong một nghiên cứu giải trình tự CACNA1S cDNA ở 50 cá nhân mắc MH ở Anh.","The clinical application of succinylcholine (SCH) is tempered by the occurrence of rare, but dramatic adverse reactions and some were the earliest known exam- ples of pharmacogenetics. In many cases, patients with functionally characterized single nucleotide polymorphisms (SNPs) in specific genes in either the pharmacokinetic or the pharmacodynamic pathways of SCH are at increased risk of these adverse reactions. SCH can also trigger malignant hyperthermia (MH) in some patients. The most commonly reported mutations in MHS individuals are in RYR1. As of October 2013, there were at least 397 reported SNPs in RYR1, but only 33 have been functionally characterized and designated as ‘MHS causative’ by the European Malignant Hyperthermia Group (EMHG), a research consortia specializing in MH Genetics in Malignant Hyperthermia. Monnier et al. carried out a linkage analysis in a large French family after the death of a proband following a suspected MH crisis shortly after he was administered SCH and isoflurane. Ten out of eighteen members of his family were subsequently diagnosed with MHS. After determining the locus that segregated with MHS, the authors carried out sequence analyses and discovered the causative mutation in CACNA1S. The mutation (NP_000060.2:p.Arg1086His; rs1800559 C > T) causes an arginine residue to be substituted by a histidine at position 1086. This polymorphism was also found in a large North American case–control study in two patients diagnosed with MHS by IVCT. The second SNP (NP_000060.2: Arg174Trp c.520 C > T; rs772226819) was discovered in a study that sequenced CACNA1S cDNA in 50 MHS-positive individuals in the UK."
pgx_antiinflamatory_and_antirheumatic_methoxyflurane,methoxyflurane,Thuốc chống viêm và giảm đau,antiinflamatory and antirheumatic,CẢNH GIÁC KHI SỬ DỤNG,Warning,"CPIC:
Người mang kiểu hình nãy vẫn có nguy cơ gặp phải bệnh tăng thân nhiệt ác tính. Chưa có bằng chứng khoa học nào chứng minh được tác động của di truyền lên nửa số ca mắc tăng thân nhiệt ác tính và đã bình phục.
Các kết quả lâm sàng, tiền sử gia đình, các xét nghiệm di truyền chuyên sâu hơn và các dữ liệu cận lâm sàng khác nên được sử dụng trong việc xem xét sử dụng các thuốc gây mê đường hô hấp dẫn chất halogen hay các thuốc giãn cơ khử cực.","CPIC:
This phenotype does not eliminate the chance that this patient is susceptible to malignant hyperthermia (MH). The genetic cause of about half of all MH survivors, with MH susceptibility confirmed by contracture testing, remains unknown.
Clinical findings, family history, further genetic testing and other laboratory data should guide use of halogenated volatile anesthetics or depolarizing muscle relaxants.","Desflurane, enflurane, halothane, isoflurane, methoxyflurane và sevoflurane là những thuốc gây mê hít được flo hóa chống chỉ định ở những bệnh nhân có các biến thể trong RYR1 và CACNA1S, theo hướng dẫn CPIC về các chất gây mê bay hơi và succinylcholine đối với gen RYR1 hoặc CACNA1S , ở một bệnh nhân có 1 trong số 50 biến thể của gen RYR1 hoặc CACNA1S được xem xét ở đây có thể dẫn đến tính nhạy cảm tăng thân nhiệt ác tính (MHS). MHS có thể dẫn đến các phản ứng đe dọa tính mạng đối với các chất gây mê bay hơi mạnh hoặc succinylcholine. Các gen và biến thể này có liên quan đến tác dụng phụ dược lực học của thuốc. Halothane, và ở mức độ thấp hơn các chất gây mê bay hơi khác, có liên quan đến hoại tử gan gây tử vong. Người ta thường coi mức độ chuyển hóa tương quan với độc tính: halothane được chuyển hóa nhiều nhất, sau đó là methoxyflurane> sevoflurane> enflurane> isoflurane> desflurane.","Desflurane, enflurane, halothane, isoflurane, methoxyflurane, and sevoflurane are fluorinated inhaled anesthetics contraindicated in patients with variants in RYR1 and CACNA1S for volatile anesthetic agents and succinylcholine in the context of RYR1 or CACNA1S genotypes , the identification in a patient of 1 of the 50 variants in the RYR1 or CACNA1S genes reviewed here should lead to a presumption of malignant hyperthermia susceptibility (MHS). MHS can lead to life-threatening reactions to potent volatile anesthetic agents or succinylcholine.. These genes and variants are involved with the pharmacodynamics side effects of the drugs. Halothane, and to a lesser degree the other volatile anesthetics, have been associated with fatal hepatic necrosis. It is generally considered that the extent of metabolism correlates with the toxicity: halothane being the most extensively metabolized, then methoxyflurane > sevoflurane > enflurane > isoflurane > desflurane."
pgx_drug_treatment_of_stomach_acid_esomeprazole,esomeprazole,Thuốc điều trị rối loạn axit dạ dày,drug treatment of stomach acid,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_drug_treatment_of_stomach_acid_rabeprazole,rabeprazole,Thuốc điều trị rối loạn axit dạ dày,drug treatment of stomach acid,SỬ DỤNG BÌNH THƯỜNG,Normal,"CPIC:
Sử dụng phác đồ điều trị tiêu chuẩn.","CPIC:
Use standard therapy.",Thông tin này đang được cập nhật.,This information is being updated.
pgx_drug_treatment_of_stomach_acid_dexlansoprazole,dexlansoprazole,Thuốc điều trị rối loạn axit dạ dày,drug treatment of stomach acid,CẢNH GIÁC KHI SỬ DỤNG,Warning,"CPIC:
Đối với người mang kiểu hình này, khả năng chuyển hoá thuốc ức chế bơm proton (PPI) ở mức bình thường. Tuy nhiên, khả năng điều trị thất bại cao hơn so với người mang kiểu hình chuyển hoá trung bình và chậm
Bắt đầu liều khởi đầu tiêu chuẩn hàng ngày. Cân nhắc tăng liều từ 50-100% để điều trị nhiễm H. pylori và viêm thực quản ăn mòn. Liều hàng ngày có thể được chia thành nhiều lần. Theo dõi hiệu quả.","CPIC:
Individuals with this phenotype have normal PPI metabolism; however, they may be at increased risk of therapeutic failure compared to CYP2C19 intermediate and poor metabolizers.
Initiate standard starting daily dose. Consider increasing dose by 50-100% for the treatment of H. pylori infection and erosive esophagitis. Daily dose may be given in divided doses. Monitor for efficacy.","Dexlansoprazole là đồng phân đối quang R của lansoprazole. Do đó, thuốc này có cùng con đường chuyển hoá với lansoprazole. Dexlansoprazole được chuyển hoá chủ yếu qua CYP2C19 thành 5-hydroxylansoprazole. Dữ liệu dược động học được báo cáo ủng hộ mối liên quan giữa kiểu hình CYP2C19 chuyển hoá trung bình (IMs) và chuyển hoá kém (PMs) với sự tăng tiếp xúc với dexalansoprazole.","Dexlansoprazole is R-enantiomer of lansoprazole. Therefore, this drug shares a similar metabolic pathway to lansoprazole. Dexlansoprazole is primarily metabolized via CYP2C19 to 5-hydroxylansoprazole. Reported pharmacokinetic data support the association between CYP2C19 intermediate metabolizers (IMs) and poor metabolizers (PMs) and increased dexlansoprazole exposure."
pgx_drug_treatment_of_stomach_acid_lansoprazole,lansoprazole,Thuốc điều trị rối loạn axit dạ dày,drug treatment of stomach acid,CẢNH GIÁC KHI SỬ DỤNG,Warning,"CPIC:
Đối với người mang kiểu hình này, khả năng chuyển hoá thuốc ức chế bơm proton (PPI) ở mức bình thường. Tuy nhiên, khả năng điều trị thất bại cao hơn so với người mang kiểu hình chuyển hoá trung bình và chậm
Bắt đầu liều khởi đầu tiêu chuẩn hàng ngày. Cân nhắc tăng liều từ 50-100% để điều trị nhiễm H. pylori và viêm thực quản ăn mòn. Liều hàng ngày có thể được chia thành nhiều lần. Theo dõi hiệu quả.","CPIC:
Individuals with this phenotype have normal PPI metabolism; however, they may be at increased risk of therapeutic failure compared to CYP2C19 intermediate and poor metabolizers.
Initiate standard starting daily dose. Consider increasing dose by 50-100% for the treatment of H. pylori infection and erosive esophagitis. Daily dose may be given in divided doses. Monitor for efficacy.","Thuốc ức chế bơm proton (PPI) là một loại thuốc chặn bài tiết axit từ các tế bào trong dạ dày. Chúng chủ yếu được chuyển hóa ở gan bởi CPY2C19 và CYP3A4. Lansoprazole là một hỗn hợp đồng phân của R-lansoprazole (dexlansoprazole) và S-lansoprazole. Lansoprazole chủ yếu được chuyển hóa qua CYP2C19 thành 5-hydroxylansoprazole. Nó cũng có thể được chuyển hóa bằng CYP3A4 thành các dạng sulfone và sulfide. Sulfone có thể được chuyển hóa thêm bởi CYP2C19 thành 5-hydroxylansoprazole. Các kiểu gen CYP2C19 có liên kết với đáp ứng PPI, với sự đáp ứng thấp hơn liên quan đến thất bại điều trị.","Proton pump inhibitors (PPIs) are a class of drugs that block the acid secretion from cells in the stomach. they are primarily metabolized in the liver by CPY2C19 and CYP3A4. Lansoprazole is a racemic mixture of R-lansoprazole (dexlansoprazole) and S-lansoprazole. Lansoprazole is primarily metabolized via CYP2C19 to 5-hydroxylansoprazole. It can also be metabolized by CYP3A4 to the sulfone and sulfide forms. The sulfone can be further metabolized by CYP2C19 to 5-hydroxylansoprazole, which can also be formed by CYP3A4 acting on 5-hydroxylansoprazole. CYP2C19 genotypes have been linked to PPI exposure, with lower exposure associated with treatment failure."
pgx_drug_treatment_of_stomach_acid_omeprazole,omeprazole,Thuốc điều trị rối loạn axit dạ dày,drug treatment of stomach acid,CẢNH GIÁC KHI SỬ DỤNG,Warning,"CPIC:
Đối với người mang kiểu hình này, khả năng chuyển hoá thuốc ức chế bơm proton (PPI) ở mức bình thường. Tuy nhiên, khả năng điều trị thất bại cao hơn so với người mang kiểu hình chuyển hoá trung bình và chậm
Bắt đầu liều khởi đầu tiêu chuẩn hàng ngày. Cân nhắc tăng liều từ 50-100% để điều trị nhiễm H. pylori và viêm thực quản ăn mòn. Liều hàng ngày có thể được chia thành nhiều lần. Theo dõi hiệu quả.","CPIC:
Individuals with this phenotype have normal PPI metabolism; however, they may be at increased risk of therapeutic failure compared to CYP2C19 intermediate and poor metabolizers.
Initiate standard starting daily dose. Consider increasing dose by 50-100% for the treatment of H. pylori infection and erosive esophagitis. Daily dose may be given in divided doses. Monitor for efficacy.","Thuốc ức chế bơm proton (PPI) là một loại thuốc chặn tiết axit từ các tế bào trong dạ dày. Chúng chủ yếu được chuyển hóa ở gan bởi CPY2C19 và CYP3A4. Omeprazole là một hỗn hợp của hai đồng phân R-omeprazole và S-Omeprazole. S-Omeprazole là Esomeprazole Các chất chuyển hóa chính của Omeprazole initro là 5-Hydroxyomeprazole, Omeprazole Sulfone, 5'o-desmethylomeprazole, 3-hydroxyomeprazole. Con đường chuyển hóa chính của R-omeprazole là chuyển đổi thành 5-Hydroxyomeprazole với CYP2C19 và có tham gia một phần của CYP3A4. S-Omeprazole được chuyển đổi chủ yếu thành 5'O-Desmethylomeprazole qua CYP2C19. CYP3A4 chuyển đổi S-Omeprazole thành 3-hydroxyomeprazole Các kiểu gen CYP2C19 có liên kết với đáp ứng PPI, với sự đáp ứng thấp hơn liên quan đến thất bại điều trị.","Proton pump inhibitors (PPIs) are a class of drugs that block the acid secretion from cells in the stomach. they are primarily metabolized in the liver by CPY2C19 and CYP3A4. Omeprazole is a mixture of two stereoisomers R-omeprazole and S-omeprazole. S-omeprazole or esomeprazole The main metabolites of omeprazole in vitro are 5-hydroxyomeprazole, omeprazole sulfone, 5'O-desmethylomeprazole, 3-hydroxyomeprazole. The primary route of metabolism for R-omeprazole is the conversion to 5-hydroxyomeprazole by CYP2C19 with some contribution of CYP3A4. S-omeprazole is converted primarily to 5'O-desmethylomeprazole via CYP2C19. CYP3A4 converts S-omeprazole to 3-hydroxyomeprazole.CYP2C19 genotypes have been linked to PPI exposure, with lower exposure associated with treatment failure."
pgx_drug_treatment_of_stomach_acid_pantoprazole,pantoprazole,Thuốc điều trị rối loạn axit dạ dày,drug treatment of stomach acid,CẢNH GIÁC KHI SỬ DỤNG,Warning,"CPIC:
Đối với người mang kiểu hình này, khả năng chuyển hoá thuốc ức chế bơm proton (PPI) ở mức bình thường. Tuy nhiên, khả năng điều trị thất bại cao hơn so với người mang kiểu hình chuyển hoá trung bình và chậm
Bắt đầu liều khởi đầu tiêu chuẩn hàng ngày. Cân nhắc tăng liều từ 50-100% để điều trị nhiễm H. pylori và viêm thực quản ăn mòn. Liều hàng ngày có thể được chia thành nhiều lần. Theo dõi hiệu quả.","CPIC:
Individuals with this phenotype have normal PPI metabolism; however, they may be at increased risk of therapeutic failure compared to CYP2C19 intermediate and poor metabolizers.
Initiate standard starting daily dose. Consider increasing dose by 50-100% for the treatment of H. pylori infection and erosive esophagitis. Daily dose may be given in divided doses. Monitor for efficacy.","Thuốc ức chế bơm proton (PPI) là một loại thuốc chặn bài tiết axit từ các tế bào trong dạ dày. Chúng chủ yếu được chuyển hóa ở gan bởi CPY2C19 và CYP3A4. FDA mô tả: ""Con đường chuyển hóa chính là Demethylation, bằng CYP2C19; Các con đường chuyển hóa khác bao gồm oxy hóa bởi CYP3A4 "". Các kiểu gen CYP2C19 có liên kết với đáp ứng PPI, với sự đáp ứng thấp hơn liên quan đến thất bại điều trị.","Proton pump inhibitors (PPIs) are a class of drugs that block the acid secretion from cells in the stomach. they are primarily metabolized in the liver by CPY2C19 and CYP3A4. The FDA drug label describes it thus: “The main metabolic pathway is demethylation, by CYP2C19; other metabolic pathways include oxidation by CYP3A4”. CYP2C19 genotypes have been linked to PPI exposure, with lower exposure associated with treatment failure."
